2023-03-14 13:41:51.814 [restartedMain] INFO  com.itmo.eva.EvaApplication - Starting EvaApplication using Java 1.8.0_362 on chenjiahandeMacBook-Pro-2.local with PID 32646 (/Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva/target/classes started by chenjiahan in /Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva)
2023-03-14 17:54:46.308 [http-nio-8080-exec-10] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：8
2023-03-14 17:54:54.737 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: fc0ee738-aa55-4629-b7c2-a95613c9f926, path: /api/score/get/rank/teacher/first, ip: 0:0:0:0:0:0:0:1, params: [ScoreFilterRequest(eid=28, sid=3, secondId=null, identity=0)]
2023-03-14 17:54:55.356 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: fc0ee738-aa55-4629-b7c2-a95613c9f926, cost: 619ms
2023-03-14 17:54:55.357 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：9
2023-03-14 17:55:18.419 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 9f8b60e9-e46d-49d2-ac5c-b42f3404527d, path: /api/score/get/rank/teacher/second, ip: 0:0:0:0:0:0:0:1, params: [ScoreFilterRequest(eid=28, sid=null, secondId=9, identity=1)]
2023-03-14 17:55:19.312 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: 9f8b60e9-e46d-49d2-ac5c-b42f3404527d, cost: 893ms
2023-03-14 17:55:19.313 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：10
2023-03-14 17:55:55.642 [http-nio-8080-exec-3] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: e000cb85-3c8c-4d13-9710-952440f76ac1, path: /api/score/get/rank/teacher/second, ip: 0:0:0:0:0:0:0:1, params: [ScoreFilterRequest(eid=28, sid=null, secondId=34, identity=1)]
2023-03-14 17:55:56.571 [http-nio-8080-exec-3] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: e000cb85-3c8c-4d13-9710-952440f76ac1, cost: 929ms
2023-03-14 17:55:56.572 [http-nio-8080-exec-3] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：11
2023-03-14 17:56:33.511 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 6f59995f-d296-47c1-a60c-606cc4f922d3, path: /api/score/get/rank/teacher/second, ip: 0:0:0:0:0:0:0:1, params: [ScoreFilterRequest(eid=28, sid=null, secondId=34, identity=1)]
2023-03-14 17:56:34.458 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: 6f59995f-d296-47c1-a60c-606cc4f922d3, cost: 947ms
2023-03-14 17:56:34.460 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：12
2023-03-14 18:00:00.013 [scheduling-1] INFO  com.itmo.eva.job.EmailSendJob - 邮件检测...
2023-03-14 18:23:38.079 [scheduling-1] INFO  com.itmo.eva.job.EmailSendJob - 邮件检测...
2023-03-14 18:26:56.744 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-03-14 18:26:57.258 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-03-14 18:27:00.569 [restartedMain] INFO  com.itmo.eva.EvaApplication - Starting EvaApplication using Java 1.8.0_362 on chenjiahandeMacBook-Pro-2.local with PID 56715 (/Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva/target/classes started by chenjiahan in /Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva)
2023-03-14 18:27:00.570 [restartedMain] INFO  com.itmo.eva.EvaApplication - No active profile set, falling back to 1 default profile: "default"
2023-03-14 18:27:00.598 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-03-14 18:27:00.598 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-03-14 18:27:01.433 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-03-14 18:27:01.437 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-03-14 18:27:01.438 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-03-14 18:27:01.438 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-03-14 18:27:01.470 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2023-03-14 18:27:01.470 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 871 ms
2023-03-14 18:27:02.735 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-03-14 18:27:02.901 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-03-14 18:27:02.914 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2023-03-14 18:27:03.184 [restartedMain] INFO  com.itmo.eva.EvaApplication - Started EvaApplication in 2.909 seconds (JVM running for 3.223)
2023-03-14 18:27:26.943 [http-nio-8080-exec-2] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-14 18:27:26.944 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-14 18:27:26.945 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-03-14 18:27:26.988 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: afe31ee5-a7cb-4f18-8c6f-c6fb4c0f79df, path: /api/evaluate/add, ip: 0:0:0:0:0:0:0:1, params: [EvaluateAddRequest(name=asdgfasdgasdg, start_time=2024-1-21, e_time=2024-1-31)]
2023-03-14 18:27:27.001 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-03-14 18:27:28.403 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-03-14 18:27:53.155 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: afe31ee5-a7cb-4f18-8c6f-c6fb4c0f79df, cost: 26171ms
2023-03-14 18:27:53.156 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：1
2023-03-14 18:35:55.089 [scheduling-1] INFO  com.itmo.eva.job.EmailSendJob - 邮件检测...
2023-03-14 18:36:33.689 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: e302d013-2019-439b-bf7c-2fe36d562845, path: /api/evaluate/update/status, ip: 0:0:0:0:0:0:0:1, params: [eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6IjEiLCJleHAiOjE2Nzg3ODg4MTgsImlhdCI6MTY3ODc4NzYxOCwidXNlcm5hbWUiOiJhZG1pbiJ9.DegjLdWrmy0qLq3AgrC9GMm-1n0TgT8lroJ1S5fIzfk, EvaluateIdRequest(eid=29)]
2023-03-14 18:36:33.694 [http-nio-8080-exec-4] INFO  com.itmo.eva.utils.JwtUtil - 解析令牌中...
2023-03-14 18:36:40.200 [http-nio-8080-exec-6] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 0aacac3c-1352-45fc-a2b4-c6dd4bd29c27, path: /api/admin/login, ip: 0:0:0:0:0:0:0:1, params: [AdminLoginRequest(username=admin, password=12345), org.apache.catalina.connector.RequestFacade@576955a2]
2023-03-14 18:36:58.357 [restartedMain] INFO  com.itmo.eva.EvaApplication - Starting EvaApplication using Java 1.8.0_362 on chenjiahandeMacBook-Pro-2.local with PID 57625 (/Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva/target/classes started by chenjiahan in /Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva)
2023-03-14 18:36:58.358 [restartedMain] INFO  com.itmo.eva.EvaApplication - No active profile set, falling back to 1 default profile: "default"
2023-03-14 18:36:58.401 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-03-14 18:36:58.402 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-03-14 18:36:59.163 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-03-14 18:36:59.167 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-03-14 18:36:59.168 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-03-14 18:36:59.168 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-03-14 18:36:59.207 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2023-03-14 18:36:59.207 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 805 ms
2023-03-14 18:37:00.100 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-03-14 18:37:00.249 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-03-14 18:37:00.262 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2023-03-14 18:37:00.521 [restartedMain] INFO  com.itmo.eva.EvaApplication - Started EvaApplication in 2.476 seconds (JVM running for 2.91)
2023-03-14 18:37:02.493 [http-nio-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-14 18:37:02.493 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-14 18:37:02.495 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-03-14 18:37:02.536 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 46a5a04e-f6fc-4c7f-b0e9-7f0effddf1c7, path: /api/admin/login, ip: 0:0:0:0:0:0:0:1, params: [AdminLoginRequest(username=admin, password=12345), org.apache.catalina.connector.RequestFacade@13c8e81a]
2023-03-14 18:37:02.552 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-03-14 18:37:03.155 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-03-14 18:37:03.516 [http-nio-8080-exec-1] INFO  com.itmo.eva.utils.JwtUtil - 生成令牌中...
2023-03-14 18:37:03.529 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: 46a5a04e-f6fc-4c7f-b0e9-7f0effddf1c7, cost: 996ms
2023-03-14 18:37:03.530 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：1
2023-03-14 18:37:06.689 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: c5468b68-6888-4640-bf3b-751995774b4c, path: /api/evaluate/update/status, ip: 0:0:0:0:0:0:0:1, params: [eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6IjEiLCJleHAiOjE2Nzg3OTE0MjMsImlhdCI6MTY3ODc5MDIyMywidXNlcm5hbWUiOiJhZG1pbiJ9.kt3cy9rXoZYJ97DlsU8lXgi8lYlPZQ74e11aqCN2PSM, EvaluateIdRequest(eid=29)]
2023-03-14 18:37:06.705 [http-nio-8080-exec-4] INFO  com.itmo.eva.utils.JwtUtil - 解析令牌中...
2023-03-14 18:37:06.849 [http-nio-8080-exec-4] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - admin正在对asdgfasdgasdg进行更改进行状态的操作
2023-03-14 18:37:16.072 [http-nio-8080-exec-4] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - asdgfasdgasdg 评测平均分计算完成
2023-03-14 18:37:16.159 [http-nio-8080-exec-4] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - asdgfasdgasdg 评测已经结束，当前时间：1678790236158
2023-03-14 18:37:16.159 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: c5468b68-6888-4640-bf3b-751995774b4c, cost: 9469ms
2023-03-14 18:37:16.159 [http-nio-8080-exec-4] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：2
2023-03-14 18:37:40.948 [http-nio-8080-exec-2] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 6182d1ed-21b2-4aa1-a3e4-9b4a5798205a, path: /api/evaluate/update/status, ip: 0:0:0:0:0:0:0:1, params: [eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6IjEiLCJleHAiOjE2Nzg3OTE0MjMsImlhdCI6MTY3ODc5MDIyMywidXNlcm5hbWUiOiJhZG1pbiJ9.kt3cy9rXoZYJ97DlsU8lXgi8lYlPZQ74e11aqCN2PSM, EvaluateIdRequest(eid=29)]
2023-03-14 18:37:40.948 [http-nio-8080-exec-2] INFO  com.itmo.eva.utils.JwtUtil - 解析令牌中...
2023-03-14 18:37:41.232 [http-nio-8080-exec-2] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - admin正在对asdgfasdgasdg进行更改进行状态的操作
2023-03-14 18:37:41.474 [http-nio-8080-exec-2] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - 删除average表中 0 条数据
2023-03-14 18:38:00.229 [http-nio-8080-exec-5] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 220601f1-f2c0-4acd-8094-0e9c3c6ff233, path: /api/evaluate/update/status, ip: 0:0:0:0:0:0:0:1, params: [eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6IjEiLCJleHAiOjE2Nzg3OTE0MjMsImlhdCI6MTY3ODc5MDIyMywidXNlcm5hbWUiOiJhZG1pbiJ9.kt3cy9rXoZYJ97DlsU8lXgi8lYlPZQ74e11aqCN2PSM, EvaluateIdRequest(eid=29)]
2023-03-14 18:38:00.230 [http-nio-8080-exec-5] INFO  com.itmo.eva.utils.JwtUtil - 解析令牌中...
2023-03-14 18:38:00.451 [http-nio-8080-exec-5] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - admin正在对asdgfasdgasdg进行更改进行状态的操作
2023-03-14 18:38:00.596 [http-nio-8080-exec-5] INFO  com.itmo.eva.service.impl.EvaluateServiceImpl - 删除average表中 0 条数据
2023-03-14 18:39:07.645 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-03-14 18:39:17.063 [restartedMain] INFO  com.itmo.eva.EvaApplication - Starting EvaApplication using Java 1.8.0_362 on chenjiahandeMacBook-Pro-2.local with PID 58121 (/Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva/target/classes started by chenjiahan in /Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva)
2023-03-14 18:39:17.063 [restartedMain] INFO  com.itmo.eva.EvaApplication - No active profile set, falling back to 1 default profile: "default"
2023-03-14 18:39:17.090 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-03-14 18:39:17.091 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-03-14 18:39:17.873 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-03-14 18:39:17.878 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-03-14 18:39:17.878 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-03-14 18:39:17.878 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-03-14 18:39:17.921 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2023-03-14 18:39:17.922 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 831 ms
2023-03-14 18:39:18.817 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-03-14 18:39:18.966 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-03-14 18:39:18.979 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2023-03-14 18:39:19.246 [restartedMain] INFO  com.itmo.eva.EvaApplication - Started EvaApplication in 2.493 seconds (JVM running for 2.962)
2023-03-14 18:39:25.572 [http-nio-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-14 18:39:25.573 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-14 18:39:25.574 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-03-14 18:39:25.616 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - request start，id: 3f900c37-d27f-4d53-a66c-218e44b03a46, path: /api/evaluate/delete, ip: 0:0:0:0:0:0:0:1, params: [DeleteRequest(id=29)]
2023-03-14 18:39:25.622 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-03-14 18:39:26.359 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-03-14 18:39:27.201 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - request end, id: 3f900c37-d27f-4d53-a66c-218e44b03a46, cost: 1585ms
2023-03-14 18:39:27.202 [http-nio-8080-exec-1] INFO  com.itmo.eva.aop.LogInterceptor - 访问次数：1
2023-03-14 18:40:00.006 [scheduling-1] INFO  com.itmo.eva.job.EmailSendJob - 邮件检测...
2023-03-14 18:40:26.014 [Thread-8] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-03-14 18:40:26.471 [Thread-8] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-03-14 18:40:29.532 [restartedMain] INFO  com.itmo.eva.EvaApplication - Starting EvaApplication using Java 1.8.0_362 on chenjiahandeMacBook-Pro-2.local with PID 58121 (/Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva/target/classes started by chenjiahan in /Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva)
2023-03-14 18:40:29.532 [restartedMain] INFO  com.itmo.eva.EvaApplication - No active profile set, falling back to 1 default profile: "default"
2023-03-14 18:40:29.712 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-03-14 18:40:29.713 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-03-14 18:40:29.713 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-03-14 18:40:29.717 [restartedMain] INFO  o.a.c.c.C.[Tomcat-1].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2023-03-14 18:40:29.717 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 183 ms
2023-03-14 18:40:29.726 [restartedMain] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2023-03-14 18:40:29.730 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2023-03-14 18:40:31.191 [restartedMain] INFO  com.itmo.eva.EvaApplication - Starting EvaApplication using Java 1.8.0_362 on chenjiahandeMacBook-Pro-2.local with PID 58121 (/Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva/target/classes started by chenjiahan in /Users/chenjiahan/项目开发/教学评价系统（管理员端重写）/eva)
2023-03-14 18:40:31.191 [restartedMain] INFO  com.itmo.eva.EvaApplication - No active profile set, falling back to 1 default profile: "default"
2023-03-14 18:40:31.378 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-03-14 18:40:31.378 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-03-14 18:40:31.378 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-03-14 18:40:31.382 [restartedMain] INFO  o.a.c.c.C.[Tomcat-2].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2023-03-14 18:40:31.382 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 189 ms
2023-03-14 18:40:31.894 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-03-14 18:40:31.976 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2023-03-14 18:40:32.096 [restartedMain] INFO  com.itmo.eva.EvaApplication - Started EvaApplication in 0.936 seconds (JVM running for 75.814)
2023-03-14 18:40:32.097 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
